ap_id,rssi,room_id
eduroam,-54,Hodnik
Vijecnici,-54,Hodnik
predavaonice,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
Novinari,-54,Hodnik
fesb-mobile,-55,Hodnik
predavaonice,-55,Hodnik
fesb-mobile,-55,Hodnik
Vijecnici,-56,Hodnik
fesb-mobile,-53,Hodnik
Konferencija,-54,Hodnik
Novinari,-54,Hodnik
Vijecnici,-55,Hodnik
SDZ,-55,Hodnik
Novinari,-55,Hodnik
Vijecnici,-55,Hodnik
fesb-mobile,-55,Hodnik
predavaonice,-55,Hodnik
SDZ,-55,Hodnik
Vijecnici,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
fesb-mobile,-55,Hodnik
Konferencija,-55,Hodnik
SDZ,-55,Hodnik
predavaonice,-55,Hodnik
Vijecnici,-55,Hodnik
eduroam,-55,Hodnik
fesb-mobile,-55,Hodnik
fesb-mobile,-53,Hodnik
SDZ,-54,Hodnik
predavaonice,-54,Hodnik
Vijecnici,-54,Hodnik
Novinari,-54,Hodnik
Vijecnici,-54,Hodnik
Konferencija,-55,Hodnik
predavaonice,-55,Hodnik
Konferencija,-55,Hodnik
SDZ,-55,Hodnik
Konferencija,-55,Hodnik
eduroam,-55,Hodnik
fesb-mobile,-56,Hodnik
SDZ,-56,Hodnik
predavaonice,-56,Hodnik
Novinari,-56,Hodnik
Vijecnici,-57,Hodnik
Vijecnici,-60,Hodnik
free_wifi,-62,Hodnik
Novinari,-64,Hodnik
free_wifi,-49,Hodnik
fesb-mobile,-52,Hodnik
SDZ,-52,Hodnik
Novinari,-52,Hodnik
fesb-mobile,-52,Hodnik
predavaonice,-52,Hodnik
Konferencija,-52,Hodnik
SDZ,-52,Hodnik
eduroam,-52,Hodnik
Konferencija,-53,Hodnik
free_wifi,-50,Hodnik
Vijecnici,-51,Hodnik
fesb-mobile,-51,Hodnik
Konferencija,-51,Hodnik
eduroam,-51,Hodnik
Novinari,-52,Hodnik
predavaonice,-52,Hodnik
SDZ,-52,Hodnik
SDZ,-53,Hodnik
predavaonice,-53,Hodnik
free_wifi,-51,Hodnik
eduroam,-52,Hodnik
Novinari,-52,Hodnik
Vijecnici,-52,Hodnik
fesb-mobile,-53,Hodnik
Vijecnici,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
Konferencija,-54,Hodnik
free_wifi,-50,Hodnik
Novinari,-50,Hodnik
fesb-mobile,-51,Hodnik
predavaonice,-51,Hodnik
Konferencija,-51,Hodnik
eduroam,-51,Hodnik
SDZ,-51,Hodnik
Konferencija,-52,Hodnik
predavaonice,-53,Hodnik
Vijecnici,-53,Hodnik
free_wifi,-50,Hodnik
eduroam,-52,Hodnik
Novinari,-52,Hodnik
fesb-mobile,-52,Hodnik
predavaonice,-52,Hodnik
Konferencija,-52,Hodnik
SDZ,-52,Hodnik
Konferencija,-53,Hodnik
fesb-mobile,-53,Hodnik
SDZ,-53,Hodnik
free_wifi,-50,Hodnik
eduroam,-52,Hodnik
Novinari,-52,Hodnik
Vijecnici,-52,Hodnik
fesb-mobile,-52,Hodnik
predavaonice,-52,Hodnik
Konferencija,-52,Hodnik
SDZ,-52,Hodnik
predavaonice,-53,Hodnik
Vijecnici,-53,Hodnik
free_wifi,-50,Hodnik
eduroam,-51,Hodnik
fesb-mobile,-51,Hodnik
Novinari,-52,Hodnik
predavaonice,-52,Hodnik
Vijecnici,-52,Hodnik
Konferencija,-52,Hodnik
SDZ,-52,Hodnik
eduroam,-54,Hodnik
fesb-mobile,-54,Hodnik
free_wifi,-49,Hodnik
eduroam,-53,Hodnik
predavaonice,-53,Hodnik
fesb-mobile,-54,Hodnik
SDZ,-54,Hodnik
Novinari,-54,Hodnik
Vijecnici,-54,Hodnik
Konferencija,-55,Hodnik
EMLAB,-60,Hodnik
Radio Data,-64,Hodnik
free_wifi,-51,Hodnik
eduroam,-53,Hodnik
Konferencija,-53,Hodnik
